Data source,Date of update,Product name,Product type,Non-traditionals categories,Antibacterial class,Indications,Route of administration,R&D phase,Developer,Pathogen category,Pathogen name,Pathogen activity,Active against priority pathogens?,Innovative?,NCE?,Mycobacterium tuberculosis,Clostridioides difficile
WHO AMR pipeline analysis,Nov-21,QPX9003,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Other priority pathogens,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX9003,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX9003,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Helicobacter pylori,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX9003,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX9003,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Enterococcus faecium,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX9003,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Enterobacterales,Critical priority pathogens,Possibly,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX9003,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Possibly,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX9003,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Campylobacter spp.,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX9003,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,All critical priority pathogens,Critical priority pathogens,Possibly,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,QPX9003,Antibiotics,,Polymyxin,Gram-negative infections,IV,Phase I,Qpex Biopharma,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,RG6006,Antibiotics,,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Roche,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,RG6006,Antibiotics,,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Roche,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,RG6006,Antibiotics,,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Roche,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,RG6006,Antibiotics,,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Roche,Priority pathogens,Other priority pathogens,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,RG6006,Antibiotics,,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Roche,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,RG6006,Antibiotics,,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Roche,Priority pathogens,Helicobacter pylori,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,RG6006,Antibiotics,,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Roche,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,RG6006,Antibiotics,,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Roche,Priority pathogens,Enterococcus faecium,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,RG6006,Antibiotics,,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Roche,Priority pathogens,Enterobacterales,Critical priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,RG6006,Antibiotics,,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Roche,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Possibly,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,RG6006,Antibiotics,,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Roche,Priority pathogens,Campylobacter spp.,Other priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,RG6006,Antibiotics,,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Roche,Priority pathogens,All critical priority pathogens,Critical priority pathogens,,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,RG6006,Antibiotics,,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Roche,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,Inconclusive,Yes,,
WHO AMR pipeline analysis,Nov-21,Rhu-pGSN,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,BioAegis Therapeutics,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Rhu-pGSN,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,BioAegis Therapeutics,Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Rhu-pGSN,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,BioAegis Therapeutics,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Rhu-pGSN,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,BioAegis Therapeutics,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Rhu-pGSN,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,BioAegis Therapeutics,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Rhu-pGSN,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,BioAegis Therapeutics,Priority pathogens,Helicobacter pylori,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Rhu-pGSN,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,BioAegis Therapeutics,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Rhu-pGSN,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,BioAegis Therapeutics,Priority pathogens,Enterococcus faecium,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Rhu-pGSN,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,BioAegis Therapeutics,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Rhu-pGSN,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,BioAegis Therapeutics,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Rhu-pGSN,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,BioAegis Therapeutics,Priority pathogens,Campylobacter spp.,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Rhu-pGSN,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,BioAegis Therapeutics,Priority pathogens,All critical priority pathogens,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Rhu-pGSN,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,BioAegis Therapeutics,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,Solithromycin,Antibiotics,,Macrolide,S. pneumoniae,IV & oral,Preregistration,"Fujfilm Toyama
Chemical",Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Solithromycin,Antibiotics,,Macrolide,S. pneumoniae,IV & oral,Preregistration,"Fujfilm Toyama
Chemical",Priority pathogens,Staphylococcus aureus,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Solithromycin,Antibiotics,,Macrolide,S. pneumoniae,IV & oral,Preregistration,"Fujfilm Toyama
Chemical",Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Solithromycin,Antibiotics,,Macrolide,S. pneumoniae,IV & oral,Preregistration,"Fujfilm Toyama
Chemical",Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Solithromycin,Antibiotics,,Macrolide,S. pneumoniae,IV & oral,Preregistration,"Fujfilm Toyama
Chemical",Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Solithromycin,Antibiotics,,Macrolide,S. pneumoniae,IV & oral,Preregistration,"Fujfilm Toyama
Chemical",Priority pathogens,Helicobacter pylori,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Solithromycin,Antibiotics,,Macrolide,S. pneumoniae,IV & oral,Preregistration,"Fujfilm Toyama
Chemical",Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Solithromycin,Antibiotics,,Macrolide,S. pneumoniae,IV & oral,Preregistration,"Fujfilm Toyama
Chemical",Priority pathogens,Enterococcus faecium,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Solithromycin,Antibiotics,,Macrolide,S. pneumoniae,IV & oral,Preregistration,"Fujfilm Toyama
Chemical",Priority pathogens,Enterobacterales,Critical priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Solithromycin,Antibiotics,,Macrolide,S. pneumoniae,IV & oral,Preregistration,"Fujfilm Toyama
Chemical",Priority pathogens,Critical priority pathogens,Critical priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Solithromycin,Antibiotics,,Macrolide,S. pneumoniae,IV & oral,Preregistration,"Fujfilm Toyama
Chemical",Priority pathogens,Campylobacter spp.,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Solithromycin,Antibiotics,,Macrolide,S. pneumoniae,IV & oral,Preregistration,"Fujfilm Toyama
Chemical",Priority pathogens,All critical priority pathogens,Critical priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,Solithromycin,Antibiotics,,Macrolide,S. pneumoniae,IV & oral,Preregistration,"Fujfilm Toyama
Chemical",Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,SPR-206,Antibiotics,,Polymyxin,Acinetobacter infections,IV,Phase I,Spero Therapeutics,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,SPR-206,Antibiotics,,Polymyxin,Acinetobacter infections,IV,Phase I,Spero Therapeutics,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,SPR-206,Antibiotics,,Polymyxin,Acinetobacter infections,IV,Phase I,Spero Therapeutics,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,SPR-206,Antibiotics,,Polymyxin,Acinetobacter infections,IV,Phase I,Spero Therapeutics,Priority pathogens,Other priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,SPR-206,Antibiotics,,Polymyxin,Acinetobacter infections,IV,Phase I,Spero Therapeutics,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,SPR-206,Antibiotics,,Polymyxin,Acinetobacter infections,IV,Phase I,Spero Therapeutics,Priority pathogens,Helicobacter pylori,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,SPR-206,Antibiotics,,Polymyxin,Acinetobacter infections,IV,Phase I,Spero Therapeutics,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,SPR-206,Antibiotics,,Polymyxin,Acinetobacter infections,IV,Phase I,Spero Therapeutics,Priority pathogens,Enterococcus faecium,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,SPR-206,Antibiotics,,Polymyxin,Acinetobacter infections,IV,Phase I,Spero Therapeutics,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,SPR-206,Antibiotics,,Polymyxin,Acinetobacter infections,IV,Phase I,Spero Therapeutics,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,SPR-206,Antibiotics,,Polymyxin,Acinetobacter infections,IV,Phase I,Spero Therapeutics,Priority pathogens,Campylobacter spp.,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,SPR-206,Antibiotics,,Polymyxin,Acinetobacter infections,IV,Phase I,Spero Therapeutics,Priority pathogens,All critical priority pathogens,Critical priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,SPR-206,Antibiotics,,Polymyxin,Acinetobacter infections,IV,Phase I,Spero Therapeutics,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"Sulopenem, sulopenem etzadroxil/probenecid",Antibiotics,,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,Iterum Therapeutics,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"Sulopenem, sulopenem etzadroxil/probenecid",Antibiotics,,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,Iterum Therapeutics,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"Sulopenem, sulopenem etzadroxil/probenecid",Antibiotics,,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,Iterum Therapeutics,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"Sulopenem, sulopenem etzadroxil/probenecid",Antibiotics,,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,Iterum Therapeutics,Priority pathogens,Other priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"Sulopenem, sulopenem etzadroxil/probenecid",Antibiotics,,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,Iterum Therapeutics,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"Sulopenem, sulopenem etzadroxil/probenecid",Antibiotics,,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,Iterum Therapeutics,Priority pathogens,Helicobacter pylori,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"Sulopenem, sulopenem etzadroxil/probenecid",Antibiotics,,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,Iterum Therapeutics,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"Sulopenem, sulopenem etzadroxil/probenecid",Antibiotics,,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,Iterum Therapeutics,Priority pathogens,Enterococcus faecium,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"Sulopenem, sulopenem etzadroxil/probenecid",Antibiotics,,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,Iterum Therapeutics,Priority pathogens,Enterobacterales,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"Sulopenem, sulopenem etzadroxil/probenecid",Antibiotics,,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,Iterum Therapeutics,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"Sulopenem, sulopenem etzadroxil/probenecid",Antibiotics,,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,Iterum Therapeutics,Priority pathogens,Campylobacter spp.,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"Sulopenem, sulopenem etzadroxil/probenecid",Antibiotics,,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,Iterum Therapeutics,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,"Sulopenem, sulopenem etzadroxil/probenecid",Antibiotics,,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,Iterum Therapeutics,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,SVT-1C469,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,Servatus,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,SVT-1C469,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,Servatus,Priority pathogens,Staphylococcus aureus,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,SVT-1C469,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,Servatus,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,SVT-1C469,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,Servatus,Priority pathogens,Other priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,SVT-1C469,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,Servatus,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,SVT-1C469,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,Servatus,Priority pathogens,Helicobacter pylori,Other priority pathogens,Yes,,Yes,,
WHO AMR pipeline analysis,Nov-21,SVT-1C469,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,Servatus,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,SVT-1C469,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,Servatus,Priority pathogens,Enterococcus faecium,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,SVT-1C469,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,Servatus,Priority pathogens,Enterobacterales,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,SVT-1C469,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,Servatus,Priority pathogens,Critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,SVT-1C469,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,Servatus,Priority pathogens,Campylobacter spp.,Other priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,SVT-1C469,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,Servatus,Priority pathogens,All critical priority pathogens,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,SVT-1C469,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,Servatus,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,,,Yes,,
WHO AMR pipeline analysis,Nov-21,Taniborbactam + cefepime,Antibiotics,,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Taniborbactam + cefepime,Antibiotics,,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Staphylococcus aureus,Other priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Taniborbactam + cefepime,Antibiotics,,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Taniborbactam + cefepime,Antibiotics,,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Other priority pathogens,Other priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Taniborbactam + cefepime,Antibiotics,,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Taniborbactam + cefepime,Antibiotics,,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Helicobacter pylori,Other priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Taniborbactam + cefepime,Antibiotics,,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Taniborbactam + cefepime,Antibiotics,,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Enterococcus faecium,Other priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Taniborbactam + cefepime,Antibiotics,,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Taniborbactam + cefepime,Antibiotics,,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Taniborbactam + cefepime,Antibiotics,,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Campylobacter spp.,Other priority pathogens,,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Taniborbactam + cefepime,Antibiotics,,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,Taniborbactam + cefepime,Antibiotics,,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,Yes,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2092,Antibiotics,,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,Tennor Therapeutics,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2092,Antibiotics,,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,Tennor Therapeutics,Priority pathogens,Staphylococcus aureus,Other priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2092,Antibiotics,,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,Tennor Therapeutics,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2092,Antibiotics,,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,Tennor Therapeutics,Priority pathogens,Other priority pathogens,Other priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2092,Antibiotics,,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,Tennor Therapeutics,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2092,Antibiotics,,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,Tennor Therapeutics,Priority pathogens,Helicobacter pylori,Other priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2092,Antibiotics,,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,Tennor Therapeutics,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2092,Antibiotics,,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,Tennor Therapeutics,Priority pathogens,Enterococcus faecium,Other priority pathogens,Possibly,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2092,Antibiotics,,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,Tennor Therapeutics,Priority pathogens,Enterobacterales,Critical priority pathogens,No,No,Yes,,
WHO AMR pipeline analysis,Nov-21,TNP-2092,Antibiotics,,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,Tennor Therapeutics,Priority pathogens,Critical priority pathogens,Critical priority pathogens,No,No,Yes,,
