Product name,Alternative name,Product type,Non-traditionals categories,Antibacterial class,Indications,Route of administration,R&D phase,Clinical trials,Developer,Pathogen category,Pathogen name,Pathogen activity,Active against priority pathogens?,Innovative?,Mycobacterium tuberculosis,Clostridioides difficile
QPX9003,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04808414,Qpex Biopharma,Priority pathogens,Enterobacterales,Critical priority pathogens,Possibly,Inconclusive,NA,NA
QPX9003,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04808414,Qpex Biopharma,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Possibly,Inconclusive,NA,NA
QPX9003,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04808414,Qpex Biopharma,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,Inconclusive,NA,NA
QPX9003,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04808414,Qpex Biopharma,Priority pathogens,All critical priority pathogens,Critical priority pathogens,Possibly,Inconclusive,NA,NA
QPX9003,NA,Antibiotics,NA,Polymyxin,Gram-negative infections,IV,Phase I,NCT04808414,Qpex Biopharma,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,Inconclusive,NA,NA
RG6006,Abx MCP,Antibiotics,NA,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Not registered,Roche,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,Inconclusive,NA,NA
RG6006,Abx MCP,Antibiotics,NA,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Not registered,Roche,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,Inconclusive,NA,NA
RG6006,Abx MCP,Antibiotics,NA,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Not registered,Roche,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,NA,Inconclusive,NA,NA
RG6006,Abx MCP,Antibiotics,NA,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Not registered,Roche,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,Inconclusive,NA,NA
RG6006,Abx MCP,Antibiotics,NA,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Not registered,Roche,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,Inconclusive,NA,NA
RG6006,Abx MCP,Antibiotics,NA,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Not registered,Roche,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,Inconclusive,NA,NA
RG6006,Abx MCP,Antibiotics,NA,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Not registered,Roche,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,Inconclusive,NA,NA
RG6006,Abx MCP,Antibiotics,NA,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Not registered,Roche,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,Inconclusive,NA,NA
RG6006,Abx MCP,Antibiotics,NA,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Not registered,Roche,Priority pathogens,Enterobacterales,Critical priority pathogens,NA,Inconclusive,NA,NA
RG6006,Abx MCP,Antibiotics,NA,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Not registered,Roche,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Possibly,Inconclusive,NA,NA
RG6006,Abx MCP,Antibiotics,NA,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Not registered,Roche,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,Inconclusive,NA,NA
RG6006,Abx MCP,Antibiotics,NA,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Not registered,Roche,Priority pathogens,All critical priority pathogens,Critical priority pathogens,NA,Inconclusive,NA,NA
RG6006,Abx MCP,Antibiotics,NA,Macrocyclic peptide,Acinetobacter infections,IV,Phase I,Not registered,Roche,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,Inconclusive,NA,NA
Rhu-pGSN,Rhu-plasma gelsolin,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,"NCT03466073, NCT04358406",BioAegis Therapeutics,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,Yes,NA,NA,NA
Rhu-pGSN,Rhu-plasma gelsolin,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,"NCT03466073, NCT04358406",BioAegis Therapeutics,Priority pathogens,Staphylococcus aureus,Other priority pathogens,Yes,NA,NA,NA
Rhu-pGSN,Rhu-plasma gelsolin,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,"NCT03466073, NCT04358406",BioAegis Therapeutics,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,NA,NA,NA
Rhu-pGSN,Rhu-plasma gelsolin,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,"NCT03466073, NCT04358406",BioAegis Therapeutics,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,NA,NA,NA
Rhu-pGSN,Rhu-plasma gelsolin,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,"NCT03466073, NCT04358406",BioAegis Therapeutics,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,Yes,NA,NA,NA
Rhu-pGSN,Rhu-plasma gelsolin,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,"NCT03466073, NCT04358406",BioAegis Therapeutics,Priority pathogens,Helicobacter pylori,Other priority pathogens,Yes,NA,NA,NA
Rhu-pGSN,Rhu-plasma gelsolin,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,"NCT03466073, NCT04358406",BioAegis Therapeutics,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,NA,NA,NA
Rhu-pGSN,Rhu-plasma gelsolin,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,"NCT03466073, NCT04358406",BioAegis Therapeutics,Priority pathogens,Enterococcus faecium,Other priority pathogens,Yes,NA,NA,NA
Rhu-pGSN,Rhu-plasma gelsolin,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,"NCT03466073, NCT04358406",BioAegis Therapeutics,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,NA,NA,NA
Rhu-pGSN,Rhu-plasma gelsolin,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,"NCT03466073, NCT04358406",BioAegis Therapeutics,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,NA,NA,NA
Rhu-pGSN,Rhu-plasma gelsolin,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,"NCT03466073, NCT04358406",BioAegis Therapeutics,Priority pathogens,Campylobacter spp.,Other priority pathogens,Yes,NA,NA,NA
Rhu-pGSN,Rhu-plasma gelsolin,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,"NCT03466073, NCT04358406",BioAegis Therapeutics,Priority pathogens,All critical priority pathogens,Critical priority pathogens,Yes,NA,NA,NA
Rhu-pGSN,Rhu-plasma gelsolin,Non-traditional,Immunomodulating agents,Recombinant human plasma gelsolin protein,Hospitalized CAP,IV,Phase II,"NCT03466073, NCT04358406",BioAegis Therapeutics,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Yes,NA,NA,NA
Solithromycin,T-4288,Antibiotics,NA,Macrolide,S. pneumoniae,IV & oral,Preregistration,JapicCTI163439,Fujfilm Toyama Chemical,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,Yes,No,NA,NA
Solithromycin,T-4288,Antibiotics,NA,Macrolide,S. pneumoniae,IV & oral,Preregistration,JapicCTI163439,Fujfilm Toyama Chemical,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,No,NA,NA
Solithromycin,T-4288,Antibiotics,NA,Macrolide,S. pneumoniae,IV & oral,Preregistration,JapicCTI163439,Fujfilm Toyama Chemical,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,NA,No,NA,NA
Solithromycin,T-4288,Antibiotics,NA,Macrolide,S. pneumoniae,IV & oral,Preregistration,JapicCTI163439,Fujfilm Toyama Chemical,Priority pathogens,Other priority pathogens,Other priority pathogens,Yes,No,NA,NA
Solithromycin,T-4288,Antibiotics,NA,Macrolide,S. pneumoniae,IV & oral,Preregistration,JapicCTI163439,Fujfilm Toyama Chemical,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,No,NA,NA
Solithromycin,T-4288,Antibiotics,NA,Macrolide,S. pneumoniae,IV & oral,Preregistration,JapicCTI163439,Fujfilm Toyama Chemical,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,No,NA,NA
Solithromycin,T-4288,Antibiotics,NA,Macrolide,S. pneumoniae,IV & oral,Preregistration,JapicCTI163439,Fujfilm Toyama Chemical,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Yes,No,NA,NA
Solithromycin,T-4288,Antibiotics,NA,Macrolide,S. pneumoniae,IV & oral,Preregistration,JapicCTI163439,Fujfilm Toyama Chemical,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,No,NA,NA
Solithromycin,T-4288,Antibiotics,NA,Macrolide,S. pneumoniae,IV & oral,Preregistration,JapicCTI163439,Fujfilm Toyama Chemical,Priority pathogens,Enterobacterales,Critical priority pathogens,NA,No,NA,NA
Solithromycin,T-4288,Antibiotics,NA,Macrolide,S. pneumoniae,IV & oral,Preregistration,JapicCTI163439,Fujfilm Toyama Chemical,Priority pathogens,Critical priority pathogens,Critical priority pathogens,NA,No,NA,NA
Solithromycin,T-4288,Antibiotics,NA,Macrolide,S. pneumoniae,IV & oral,Preregistration,JapicCTI163439,Fujfilm Toyama Chemical,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,No,NA,NA
Solithromycin,T-4288,Antibiotics,NA,Macrolide,S. pneumoniae,IV & oral,Preregistration,JapicCTI163439,Fujfilm Toyama Chemical,Priority pathogens,All critical priority pathogens,Critical priority pathogens,NA,No,NA,NA
Solithromycin,T-4288,Antibiotics,NA,Macrolide,S. pneumoniae,IV & oral,Preregistration,JapicCTI163439,Fujfilm Toyama Chemical,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,NA,No,NA,NA
SPR-206,NA,Antibiotics,NA,Polymyxin,Acinetobacter infections,IV,Phase I,NCT04865393,Spero Therapeutics,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,No,NA,NA
SPR-206,NA,Antibiotics,NA,Polymyxin,Acinetobacter infections,IV,Phase I,NCT04865393,Spero Therapeutics,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,No,NA,NA
SPR-206,NA,Antibiotics,NA,Polymyxin,Acinetobacter infections,IV,Phase I,NCT04865393,Spero Therapeutics,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,No,NA,NA
SPR-206,NA,Antibiotics,NA,Polymyxin,Acinetobacter infections,IV,Phase I,NCT04865393,Spero Therapeutics,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,No,NA,NA
SPR-206,NA,Antibiotics,NA,Polymyxin,Acinetobacter infections,IV,Phase I,NCT04865393,Spero Therapeutics,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,No,NA,NA
SPR-206,NA,Antibiotics,NA,Polymyxin,Acinetobacter infections,IV,Phase I,NCT04865393,Spero Therapeutics,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,No,NA,NA
SPR-206,NA,Antibiotics,NA,Polymyxin,Acinetobacter infections,IV,Phase I,NCT04865393,Spero Therapeutics,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,No,NA,NA
SPR-206,NA,Antibiotics,NA,Polymyxin,Acinetobacter infections,IV,Phase I,NCT04865393,Spero Therapeutics,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,No,NA,NA
SPR-206,NA,Antibiotics,NA,Polymyxin,Acinetobacter infections,IV,Phase I,NCT04865393,Spero Therapeutics,Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,No,NA,NA
SPR-206,NA,Antibiotics,NA,Polymyxin,Acinetobacter infections,IV,Phase I,NCT04865393,Spero Therapeutics,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,NA,NA
SPR-206,NA,Antibiotics,NA,Polymyxin,Acinetobacter infections,IV,Phase I,NCT04865393,Spero Therapeutics,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,No,NA,NA
SPR-206,NA,Antibiotics,NA,Polymyxin,Acinetobacter infections,IV,Phase I,NCT04865393,Spero Therapeutics,Priority pathogens,All critical priority pathogens,Critical priority pathogens,NA,No,NA,NA
SPR-206,NA,Antibiotics,NA,Polymyxin,Acinetobacter infections,IV,Phase I,NCT04865393,Spero Therapeutics,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Yes,No,NA,NA
"Sulopenem, sulopenem etzadroxil/probenecid",PF-03709270,Antibiotics,NA,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,"NCT03354598, NCT03357614, NCT03358576",Iterum Therapeutics,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,No,NA,NA
"Sulopenem, sulopenem etzadroxil/probenecid",PF-03709270,Antibiotics,NA,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,"NCT03354598, NCT03357614, NCT03358576",Iterum Therapeutics,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,No,NA,NA
"Sulopenem, sulopenem etzadroxil/probenecid",PF-03709270,Antibiotics,NA,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,"NCT03354598, NCT03357614, NCT03358576",Iterum Therapeutics,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Possibly,No,NA,NA
"Sulopenem, sulopenem etzadroxil/probenecid",PF-03709270,Antibiotics,NA,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,"NCT03354598, NCT03357614, NCT03358576",Iterum Therapeutics,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,No,NA,NA
"Sulopenem, sulopenem etzadroxil/probenecid",PF-03709270,Antibiotics,NA,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,"NCT03354598, NCT03357614, NCT03358576",Iterum Therapeutics,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,No,NA,NA
"Sulopenem, sulopenem etzadroxil/probenecid",PF-03709270,Antibiotics,NA,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,"NCT03354598, NCT03357614, NCT03358576",Iterum Therapeutics,Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,No,NA,NA
"Sulopenem, sulopenem etzadroxil/probenecid",PF-03709270,Antibiotics,NA,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,"NCT03354598, NCT03357614, NCT03358576",Iterum Therapeutics,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,No,NA,NA
"Sulopenem, sulopenem etzadroxil/probenecid",PF-03709270,Antibiotics,NA,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,"NCT03354598, NCT03357614, NCT03358576",Iterum Therapeutics,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,No,NA,NA
"Sulopenem, sulopenem etzadroxil/probenecid",PF-03709270,Antibiotics,NA,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,"NCT03354598, NCT03357614, NCT03358576",Iterum Therapeutics,Priority pathogens,Enterobacterales,Critical priority pathogens,Possibly,No,NA,NA
"Sulopenem, sulopenem etzadroxil/probenecid",PF-03709270,Antibiotics,NA,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,"NCT03354598, NCT03357614, NCT03358576",Iterum Therapeutics,Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,No,NA,NA
"Sulopenem, sulopenem etzadroxil/probenecid",PF-03709270,Antibiotics,NA,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,"NCT03354598, NCT03357614, NCT03358576",Iterum Therapeutics,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,No,NA,NA
"Sulopenem, sulopenem etzadroxil/probenecid",PF-03709270,Antibiotics,NA,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,"NCT03354598, NCT03357614, NCT03358576",Iterum Therapeutics,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,NA,NA
"Sulopenem, sulopenem etzadroxil/probenecid",PF-03709270,Antibiotics,NA,β-Lactam (penem),"uUTI, cUTI, IAI","IV, Oral",Phase III,"NCT03354598, NCT03357614, NCT03358576",Iterum Therapeutics,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,No,NA,NA
SVT-1C469,NA,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,ACTRN12620000923965,Servatus,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,NA,NA,NA
SVT-1C469,NA,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,ACTRN12620000923965,Servatus,Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,NA,NA,NA
SVT-1C469,NA,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,ACTRN12620000923965,Servatus,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,NA,NA,NA,NA
SVT-1C469,NA,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,ACTRN12620000923965,Servatus,Priority pathogens,Other priority pathogens,Other priority pathogens,NA,NA,NA,NA
SVT-1C469,NA,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,ACTRN12620000923965,Servatus,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,NA,NA,NA
SVT-1C469,NA,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,ACTRN12620000923965,Servatus,Priority pathogens,Helicobacter pylori,Other priority pathogens,Yes,NA,NA,NA
SVT-1C469,NA,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,ACTRN12620000923965,Servatus,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,NA,NA,NA
SVT-1C469,NA,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,ACTRN12620000923965,Servatus,Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,NA,NA,NA
SVT-1C469,NA,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,ACTRN12620000923965,Servatus,Priority pathogens,Enterobacterales,Critical priority pathogens,NA,NA,NA,NA
SVT-1C469,NA,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,ACTRN12620000923965,Servatus,Priority pathogens,Critical priority pathogens,Critical priority pathogens,NA,NA,NA,NA
SVT-1C469,NA,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,ACTRN12620000923965,Servatus,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,NA,NA,NA
SVT-1C469,NA,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,ACTRN12620000923965,Servatus,Priority pathogens,All critical priority pathogens,Critical priority pathogens,NA,NA,NA,NA
SVT-1C469,NA,Non-traditional,Microbiome-modulating agents,Live biotherapeutic product,H. pylori,Oral,Phase I,ACTRN12620000923965,Servatus,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,NA,NA,NA,NA
Taniborbactam + cefepime,VNRX-5133 + cefepime,Antibiotics,NA,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,NCT03840148,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,Yes,NA,NA
Taniborbactam + cefepime,VNRX-5133 + cefepime,Antibiotics,NA,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,NCT03840148,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Staphylococcus aureus,Other priority pathogens,NA,Yes,NA,NA
Taniborbactam + cefepime,VNRX-5133 + cefepime,Antibiotics,NA,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,NCT03840148,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,Yes,Yes,NA,NA
Taniborbactam + cefepime,VNRX-5133 + cefepime,Antibiotics,NA,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,NCT03840148,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Other priority pathogens,Other priority pathogens,NA,Yes,NA,NA
Taniborbactam + cefepime,VNRX-5133 + cefepime,Antibiotics,NA,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,NCT03840148,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,NA,Yes,NA,NA
Taniborbactam + cefepime,VNRX-5133 + cefepime,Antibiotics,NA,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,NCT03840148,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Helicobacter pylori,Other priority pathogens,NA,Yes,NA,NA
Taniborbactam + cefepime,VNRX-5133 + cefepime,Antibiotics,NA,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,NCT03840148,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,NA,Yes,NA,NA
Taniborbactam + cefepime,VNRX-5133 + cefepime,Antibiotics,NA,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,NCT03840148,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Enterococcus faecium,Other priority pathogens,NA,Yes,NA,NA
Taniborbactam + cefepime,VNRX-5133 + cefepime,Antibiotics,NA,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,NCT03840148,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Enterobacterales,Critical priority pathogens,Yes,Yes,NA,NA
Taniborbactam + cefepime,VNRX-5133 + cefepime,Antibiotics,NA,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,NCT03840148,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Critical priority pathogens,Critical priority pathogens,Yes,Yes,NA,NA
Taniborbactam + cefepime,VNRX-5133 + cefepime,Antibiotics,NA,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,NCT03840148,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,Yes,NA,NA
Taniborbactam + cefepime,VNRX-5133 + cefepime,Antibiotics,NA,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,NCT03840148,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,Yes,NA,NA
Taniborbactam + cefepime,VNRX-5133 + cefepime,Antibiotics,NA,Boronate BLI + β-lactam (cephalosporin),cUTI and AP,IV,Phase III,NCT03840148,"VenatoRx Pharmaceuticals, Inc/ GARDP",Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,Possibly,Yes,NA,NA
TNP-2092,NA,Antibiotics,NA,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,NCT03964493,Tennor Therapeutics,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,No,NA,NA
TNP-2092,NA,Antibiotics,NA,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,NCT03964493,Tennor Therapeutics,Priority pathogens,Staphylococcus aureus,Other priority pathogens,Possibly,No,NA,NA
TNP-2092,NA,Antibiotics,NA,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,NCT03964493,Tennor Therapeutics,Priority pathogens,Pseudomonas aeruginosa,Critical priority pathogens,No,No,NA,NA
TNP-2092,NA,Antibiotics,NA,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,NCT03964493,Tennor Therapeutics,Priority pathogens,Other priority pathogens,Other priority pathogens,Possibly,No,NA,NA
TNP-2092,NA,Antibiotics,NA,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,NCT03964493,Tennor Therapeutics,Priority pathogens,Neisseria gonnorhoeae,Other priority pathogens,No,No,NA,NA
TNP-2092,NA,Antibiotics,NA,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,NCT03964493,Tennor Therapeutics,Priority pathogens,Helicobacter pylori,Other priority pathogens,Possibly,No,NA,NA
TNP-2092,NA,Antibiotics,NA,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,NCT03964493,Tennor Therapeutics,Priority pathogens,Gram-positive priority pathogens,Other priority pathogens,Possibly,No,NA,NA
TNP-2092,NA,Antibiotics,NA,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,NCT03964493,Tennor Therapeutics,Priority pathogens,Enterococcus faecium,Other priority pathogens,Possibly,No,NA,NA
TNP-2092,NA,Antibiotics,NA,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,NCT03964493,Tennor Therapeutics,Priority pathogens,Enterobacterales,Critical priority pathogens,No,No,NA,NA
TNP-2092,NA,Antibiotics,NA,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,NCT03964493,Tennor Therapeutics,Priority pathogens,Critical priority pathogens,Critical priority pathogens,No,No,NA,NA
TNP-2092,NA,Antibiotics,NA,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,NCT03964493,Tennor Therapeutics,Priority pathogens,Campylobacter spp.,Other priority pathogens,NA,No,NA,NA
TNP-2092,NA,Antibiotics,NA,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,NCT03964493,Tennor Therapeutics,Priority pathogens,All critical priority pathogens,Critical priority pathogens,No,No,NA,NA
TNP-2092,NA,Antibiotics,NA,Rifamycin-quinolizinone hybrid,Gastrointestinal infections (caused by S. aureus and H. pylori),"IV, Oral",Phase II,NCT03964493,Tennor Therapeutics,Priority pathogens,Acinetobacter baumannii,Critical priority pathogens,No,No,NA,NA
TNP-2198,NA,Antibiotics,NA,rifamycin-nitroimidazole conjugate,"Helicobacter pylori infection, Clostridioides difficile infection, and bacterial vaginosis",Oral,Phase II,CTR20190734,TenNor Therapeutics,Priority pathogens,Streptococcus pneumoniae,Other priority pathogens,NA,No,NA,NA
