Data.source	Date.of.update	Alternative.name	Product.type	Antibacterial.class	Indications	Route.of.administration	R.D.phase	Clinical.trials	Developer	Pathogen.category	Pathogen.name	Pathogen.activity	Active.against.priority.pathogens.	Innovative.	NCE.	Mycobacterium.tuberculosis	Clostridioides.difficile	Combined.Categories
WHO AMR pipeline analysis	01 Nov-21	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
WHO AMR pipeline analysis	01 Nov-21	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
WHO AMR pipeline analysis	01 Nov-21	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	No	Yes	No	Unknown	Antibodies
WHO AMR pipeline analysis	01 Nov-21	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
WHO AMR pipeline analysis	01 Nov-21	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
WHO AMR pipeline analysis	01 Nov-21	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
WHO AMR pipeline analysis	01 Nov-21	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
WHO AMR pipeline analysis	01 Nov-21	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
WHO AMR pipeline analysis	01 Nov-21	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Enterobacterales	Critical priority pathogens	No	No	Yes	No	Unknown	Antibodies
WHO AMR pipeline analysis	01 Nov-21	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Antibodies
WHO AMR pipeline analysis	01 Nov-21	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
WHO AMR pipeline analysis	01 Nov-21	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Antibodies
WHO AMR pipeline analysis	01 Nov-21	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Antibodies
WHO AMR pipeline analysis	01 Nov-21	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	ARX-1796
WHO AMR pipeline analysis	01 Nov-21	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	ARX-1796
WHO AMR pipeline analysis	01 Nov-21	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	No	Yes	No	Unknown	ARX-1796
WHO AMR pipeline analysis	01 Nov-21	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	ARX-1796
WHO AMR pipeline analysis	01 Nov-21	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	ARX-1796
WHO AMR pipeline analysis	01 Nov-21	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	ARX-1796
WHO AMR pipeline analysis	01 Nov-21	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	ARX-1796
WHO AMR pipeline analysis	01 Nov-21	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	ARX-1796
WHO AMR pipeline analysis	01 Nov-21	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	No	Unknown	ARX-1796
WHO AMR pipeline analysis	01 Nov-21	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	ARX-1796
WHO AMR pipeline analysis	01 Nov-21	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	ARX-1796
WHO AMR pipeline analysis	01 Nov-21	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	ARX-1796
WHO AMR pipeline analysis	01 Nov-21	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	No	Yes	No	Unknown	ARX-1796
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Benapenem
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Benapenem
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	No	Yes	No	Unknown	Benapenem
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Benapenem
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Benapenem
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Benapenem
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Benapenem
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Benapenem
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Enterobacterales	Critical priority pathogens	Possibly	No	Yes	No	Unknown	Benapenem
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Benapenem
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Benapenem
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Benapenem
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	No	Yes	No	Unknown	Benapenem
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	Yes	Inconclusive	Yes	No	Unknown	BWC0977
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	Inconclusive	Yes	No	Unknown	BWC0977
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	BWC0977
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	Inconclusive	Yes	No	Unknown	BWC0977
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	BWC0977
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	BWC0977
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Yes	Inconclusive	Yes	No	Unknown	BWC0977
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Enterococcus faecium	Other priority pathogens	Yes	Inconclusive	Yes	No	Unknown	BWC0977
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Enterobacterales	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	BWC0977
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	BWC0977
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	BWC0977
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Yes	Inconclusive	Yes	No	Unknown	BWC0977
WHO AMR pipeline analysis	01 Nov-21	None	Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	BWC0977
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Enterobacterales	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Broad spectrum anti-toxin liposomal agent and nanoparticle	S. pneumonia severe pneumonia	IV	Phase I	NCT02583373	"Eagle Pharmaceuticals
(Combioxin SA)"	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	Yes	No	Yes	No	Unknown	Miscellaneous
WHO AMR pipeline analysis	01 Nov-21	None	Non-traditional	Broad spectrum anti-toxin liposomal agent and nanoparticle	S. pneumonia severe pneumonia	IV	Phase I	NCT02583373	"Eagle Pharmaceuticals
(Combioxin SA)"	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Miscellaneous
