	Data.source	Date.of.update	Alternative.name	Product.type	Antibacterial.class	Indications	Route.of.administration	R.D.phase	Clinical.trials	Developer	Pathogen.category	Pathogen.name	Pathogen.activity	Active.against.priority.pathogens.	Innovative.	NCE.	Mycobacterium.tuberculosis	Clostridioides.difficile	Combined.Categories
92	WHO AMR pipeline analysis	2021-11-01	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
93	WHO AMR pipeline analysis	2021-11-01	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	No	No	Yes	No	Unknown	Antibodies
94	WHO AMR pipeline analysis	2021-11-01	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
95	WHO AMR pipeline analysis	2021-11-01	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
96	WHO AMR pipeline analysis	2021-11-01	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
97	WHO AMR pipeline analysis	2021-11-01	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Yes	No	Yes	No	Unknown	Antibodies
98	WHO AMR pipeline analysis	2021-11-01	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
99	WHO AMR pipeline analysis	2021-11-01	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Enterobacterales	Critical priority pathogens	No	No	Yes	No	Unknown	Antibodies
100	WHO AMR pipeline analysis	2021-11-01	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Antibodies
101	WHO AMR pipeline analysis	2021-11-01	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Antibodies
102	WHO AMR pipeline analysis	2021-11-01	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Antibodies
103	WHO AMR pipeline analysis	2021-11-01	MEDI-4893, Suvratoxumab	Non-traditional	anti-S. aureus IgG monoclonal Ab	 S. aureus HAP, VAP	IV	Phase II	NCT02296320	"Aridis
AstraZeneca/ MedImmune"	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Antibodies
104	WHO AMR pipeline analysis	2021-11-01	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	ARX-1796
105	WHO AMR pipeline analysis	2021-11-01	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	ARX-1796
106	WHO AMR pipeline analysis	2021-11-01	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	No	Yes	No	Unknown	ARX-1796
107	WHO AMR pipeline analysis	2021-11-01	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	ARX-1796
108	WHO AMR pipeline analysis	2021-11-01	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	ARX-1796
109	WHO AMR pipeline analysis	2021-11-01	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	ARX-1796
110	WHO AMR pipeline analysis	2021-11-01	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	ARX-1796
111	WHO AMR pipeline analysis	2021-11-01	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	ARX-1796
112	WHO AMR pipeline analysis	2021-11-01	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Enterobacterales	Critical priority pathogens	Yes	No	Yes	No	Unknown	ARX-1796
113	WHO AMR pipeline analysis	2021-11-01	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	ARX-1796
114	WHO AMR pipeline analysis	2021-11-01	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	ARX-1796
115	WHO AMR pipeline analysis	2021-11-01	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	ARX-1796
116	WHO AMR pipeline analysis	2021-11-01	Oral Avibactam prodrug	Antibiotics	DBO-BLI + β-lactam	 Gram-negative infections	Oral	Phase I	NCT03931876	Pfizer/ Arixa Pharmaceuticals	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	No	Yes	No	Unknown	ARX-1796
117	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Benapenem
118	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Benapenem
119	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	No	Yes	No	Unknown	Benapenem
120	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Benapenem
121	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Benapenem
122	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Benapenem
123	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Benapenem
124	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Benapenem
125	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Enterobacterales	Critical priority pathogens	Possibly	No	Yes	No	Unknown	Benapenem
126	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Benapenem
127	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Benapenem
128	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Benapenem
129	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Carbapenem	cUTI	IV	Phase III	NCT03578588, CTR20190760, CTR20181302	Sichuan Pharmaceutical Holdings Group Ltd	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	No	Yes	No	Unknown	Benapenem
130	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	Yes	Inconclusive	Yes	No	Unknown	BWC0977
131	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Staphylococcus aureus	Other priority pathogens	Yes	Inconclusive	Yes	No	Unknown	BWC0977
132	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	BWC0977
133	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Other priority pathogens	Other priority pathogens	Yes	Inconclusive	Yes	No	Unknown	BWC0977
134	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	BWC0977
135	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	BWC0977
136	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	Yes	Inconclusive	Yes	No	Unknown	BWC0977
137	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Enterococcus faecium	Other priority pathogens	Yes	Inconclusive	Yes	No	Unknown	BWC0977
138	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Enterobacterales	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	BWC0977
139	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	BWC0977
140	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	Inconclusive	Yes	No	Unknown	BWC0977
141	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	All critical priority pathogens	Critical priority pathogens	Yes	Inconclusive	Yes	No	Unknown	BWC0977
142	WHO AMR pipeline analysis	2021-11-01		Antibiotics	Topoisomerase	Gram-negative and Gram-positive bacterial infections	IV	Phase I	NCT05088421	Bugworks Research	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	Possibly	Inconclusive	Yes	No	Unknown	BWC0977
143	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
144	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Staphylococcus aureus	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
145	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Pseudomonas aeruginosa	Critical priority pathogens	Yes	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
146	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Other priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
147	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Neisseria gonnorhoeae	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
148	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Helicobacter pylori	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
149	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Gram-positive priority pathogens	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
150	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Enterococcus faecium	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
151	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Enterobacterales	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
152	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Critical priority pathogens	Critical priority pathogens	Yes	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
153	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Campylobacter spp.	Other priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
154	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	All critical priority pathogens	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
155	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Bacteriophage	CF subjects with P. aeruginosa infections	Inhalation	Phase II	NCT05010577	BiomX	Priority pathogens	Acinetobacter baumannii	Critical priority pathogens	No	No	Yes	No	Unknown	Bacteriophages and phage-derived enzymes
156	WHO AMR pipeline analysis	2021-11-01		Non-traditional	Broad spectrum anti-toxin liposomal agent and nanoparticle	S. pneumonia severe pneumonia	IV	Phase I	NCT02583373	"Eagle Pharmaceuticals
(Combioxin SA)"	Priority pathogens	Streptococcus pneumoniae	Other priority pathogens	Yes	No	Yes	No	Unknown	Miscellaneous
